negative,RT @ABC: Eminem blasts Donald Trump in freestyle rap at BET Hip-Hop Awards: https://t.co/rRW97LZqWH https://t.co/tCrcB3FD2I
positive,@LouisPeitzman @courtenlow Just like it’s now confirmed that when Kanye “endorsed Trump” he was straight up having a mental health crisis
negative,"RT @BrunoAmato_1: This should be the LEAD question from EVERY reporter at ANY press conference/interview with GOP or PressSecretary ""Is Tru…"
positive,New post:  Trump Escalates Twitter War with Powerful Republican Senator  https://t.co/fDWFzpXEVY
negative,"RT @BigMaxN: @MaxBoot In the meantime, Trump spreads fake news about Sen. Corker who lead the fight against the Iran deal.  https://t.co/WG…"
positive,RT @tonyschwartz: Trump’s grip on reality is spiraling down into paranoia and delusion. If could declare martial law to seize absolute cont…
negative,RT @superdeluxe: trump has reportedly tasked jared kushner with repairing relations with eminem https://t.co/YgD4083lM9
positive,"RT @AtomicAnalyst: At a July 20 Pentagon meeting, Trump declared he wanted as many nuclear weapons as we had in 1967, more than 31,000. htt…"
negative,"RT @DailyJobFix: 😀  Whirlpool to hire 500 for Amana refrigerator plant

#Recovery #JobsReport #Economy #No Layoffs #Share #RT #Trump

https…"
positive,RT @tonyschwartz: Trump’s grip on reality is spiraling down into paranoia and delusion. If could declare martial law to seize absolute cont…
positive,"RT @FredFleitz: @realDonaldTrump advisers offer dumb &amp; dumber options to keep US in Iran deal.  Need clean withdrawal!
https://t.co/hwi55ty…"
negative,"RT @pixelatedboat: Eminem: My name is Eminem and I’m here to say/
Trump’s a bad president of the USA

Keith Olbermann: https://t.co/Vv08tF4…"
negative,"RT @SethAbramson: Please RETWEET if you want @jack to tell Donald Trump to stop harassing private citizens (presently, Jemele Hill) using h…"
negative,RT @beels: This is Jerry Jones. He is owner of Dallas Cowboys and Trump’s buddy. He is forbidding players from kneeling. Apparently only st…
negative,RT @tribelaw: Moron is bad enough: nuclear moron with power to launch on a whim is the worst: https://t.co/bzJ3crmZzv
positive,RT @SethAbramson: Trump's actions are those of a would-be neo-fascist despot. Please SHARE these indicators that the president is a clear a…
negative,"¿Oye y lo de la jodida censura? Huevos pa criticar a Trump pero no para dejar ""nuts"". Aunque bueno eso es lo de menos."
